Knight Tour Path:
Step 1: (0, 0) -> a1
Step 75: (1, 3) -> d2
Step 76: (0, 5) -> f1
Step 77: (2, 4) -> e3
Step 78: (0, 3) -> d1
Step 79: (1, 5) -> f2
Step 80: (0, 7) -> h1
Step 81: (2, 6) -> g3
Step 82: (3, 4) -> e4
Step 83: (5, 3) -> d6
Step 84: (4, 1) -> b5
Step 85: (6, 0) -> a7
Step 86: (5, 2) -> c6
Step 87: (3, 3) -> d4
Step 88: (2, 5) -> f3
Step 89: (4, 4) -> e5
Step 90: (6, 3) -> d7
Step 91: (5, 1) -> b6
Step 92: (7, 0) -> a8
Step 93: (8, 2) -> c9
Step 94: (10, 1) -> b11
Step 95: (8, 0) -> a9
Step 96: (7, 2) -> c8
Step 97: (9, 1) -> b10
Step 98: (11, 0) -> a12
Step 99: (13, 1) -> b14
Step 100: (15, 0) -> a16
Step 101: (17, 1) -> b18
Step 102: (19, 0) -> a20
Step 103: (21, 1) -> b22
Step 104: (23, 0) -> a24
Step 105: (25, 1) -> b26
Step 106: (27, 0) -> a28
Step 107: (29, 1) -> b30
Step 108: (31, 0) -> a32
Step 109: (30, 2) -> c31
Step 110: (31, 4) -> e32
Step 111: (30, 6) -> g31
Step 112: (31, 8) -> i32
Step 113: (30, 10) -> k31
Step 114: (31, 12) -> m32
Step 115: (30, 14) -> o31
Step 116: (31, 16) -> q32
Step 117: (30, 18) -> s31
Step 118: (31, 20) -> u32
Step 119: (30, 22) -> w31
Step 120: (31, 24) -> y32
Step 121: (30, 26) -> {31
Step 122: (31, 28) -> }32
Step 123: (30, 30) -> 31
Step 124: (28, 31) -> 29
Step 125: (29, 29) -> ~30
Step 126: (31, 30) -> 32
Step 127: (29, 31) -> 30
Step 128: (30, 29) -> ~31
Step 129: (31, 31) -> 32
Step 130: (29, 30) -> 30
Step 131: (27, 31) -> 28
Step 132: (28, 29) -> ~29
Step 133: (30, 28) -> }31
Step 134: (31, 26) -> {32
Step 135: (29, 27) -> |30
Step 136: (30, 25) -> z31
Step 137: (31, 27) -> |32
Step 138: (29, 28) -> }30
Step 139: (27, 29) -> ~28
Step 140: (28, 27) -> |29
Step 141: (29, 25) -> z30
Step 142: (27, 26) -> {28
Step 143: (28, 28) -> }29
Step 144: (27, 30) -> 28
Step 145: (25, 31) -> 26
Step 146: (26, 29) -> ~27
Step 147: (27, 27) -> |28
Step 148: (29, 26) -> {30
Step 149: (30, 24) -> y31
Step 150: (31, 22) -> w32
Step 151: (29, 21) -> v30
Step 152: (28, 23) -> x29
Step 153: (27, 25) -> z28
Step 154: (29, 24) -> y30
Step 155: (31, 23) -> x32
Step 156: (29, 22) -> w30
Step 157: (28, 24) -> y29
Step 158: (26, 25) -> z27
Step 159: (28, 26) -> {29
Step 160: (27, 28) -> }28
Step 161: (26, 30) -> 27
Step 162: (24, 31) -> 25
Step 163: (25, 29) -> ~26
Step 164: (26, 27) -> |27
Step 165: (24, 28) -> }25
Step 166: (25, 30) -> 26
Step 167: (26, 28) -> }27
Step 168: (25, 26) -> {26
Step 169: (26, 24) -> y27
Step 170: (28, 25) -> z29
Step 171: (29, 23) -> x30
Step 172: (30, 21) -> v31
Step 173: (31, 19) -> t32
Step 174: (29, 20) -> u30
Step 175: (28, 22) -> w29
Step 176: (27, 24) -> y28
Step 177: (26, 26) -> {27
Step 178: (25, 28) -> }26
Step 179: (23, 29) -> ~24
Step 180: (24, 27) -> |25
Step 181: (25, 25) -> z26
Step 182: (26, 23) -> x27
Step 183: (27, 21) -> v28
Step 184: (28, 19) -> t29
Step 185: (30, 20) -> u31
Step 186: (31, 18) -> s32
Step 187: (29, 17) -> r30
Step 188: (28, 15) -> p29
Step 189: (29, 13) -> n30
Step 190: (31, 14) -> o32
Step 191: (30, 16) -> q31
Step 192: (29, 18) -> s30
Step 193: (28, 20) -> u29
Step 194: (27, 22) -> w28
Step 195: (25, 23) -> x26
Step 196: (24, 25) -> z25
Step 197: (25, 27) -> |26
Step 198: (24, 29) -> ~25
Step 199: (23, 31) -> 24
Step 200: (21, 30) -> 22
Step 201: (19, 31) -> 20
Step 202: (17, 30) -> 18
Step 203: (15, 31) -> 16
Step 204: (13, 30) -> 14
Step 205: (11, 31) -> 12
Step 206: (9, 30) -> 10
Step 207: (7, 31) -> 8
Step 208: (5, 30) -> 6
Step 209: (3, 31) -> 4
Step 210: (1, 30) -> 2
Step 211: (0, 28) -> }1
Step 212: (2, 29) -> ~3
Step 213: (1, 31) -> 2
Step 214: (0, 29) -> ~1
Step 215: (2, 30) -> 3
Step 216: (0, 31) -> 1
Step 217: (1, 29) -> ~2
Step 218: (0, 27) -> |1
Step 219: (2, 28) -> }3
Step 220: (3, 30) -> 4
Step 221: (5, 31) -> 6
Step 222: (4, 29) -> ~5
Step 223: (3, 27) -> |4
Step 224: (1, 26) -> {2
Step 225: (0, 24) -> y1
Step 226: (2, 25) -> z3
Step 227: (1, 27) -> |2
Step 228: (0, 25) -> z1
Step 229: (2, 26) -> {3
Step 230: (3, 28) -> }4
Step 231: (5, 29) -> ~6
Step 232: (4, 31) -> 5
Step 233: (3, 29) -> ~4
Step 234: (2, 27) -> |3
Step 235: (1, 25) -> z2
Step 236: (0, 23) -> x1
Step 237: (2, 24) -> y3
Step 238: (3, 26) -> {4
Step 239: (4, 28) -> }5
Step 240: (6, 29) -> ~7
Step 241: (5, 27) -> |6
Step 242: (4, 25) -> z5
Step 243: (3, 23) -> x4
Step 244: (1, 22) -> w2
Step 245: (0, 20) -> u1
Step 246: (2, 21) -> v3
Step 247: (1, 23) -> x2
Step 248: (0, 21) -> v1
Step 249: (2, 22) -> w3
Step 250: (3, 24) -> y4
Step 251: (4, 26) -> {5
Step 252: (5, 28) -> }6
Step 253: (6, 30) -> 7
Step 254: (8, 31) -> 9
Step 255: (7, 29) -> ~8
Step 256: (6, 27) -> |7
Step 257: (5, 25) -> z6
Step 258: (4, 27) -> |5
Step 259: (3, 25) -> z4
Step 260: (2, 23) -> x3
Step 261: (1, 21) -> v2
Step 262: (0, 19) -> t1
Step 263: (2, 20) -> u3
Step 264: (3, 22) -> w4
Step 265: (4, 24) -> y5
Step 266: (5, 26) -> {6
Step 267: (6, 28) -> }7
Step 268: (7, 30) -> 8
Step 269: (9, 31) -> 10
Step 270: (8, 29) -> ~9
Step 271: (7, 27) -> |8
Step 272: (6, 25) -> z7
Step 273: (5, 23) -> x6
Step 274: (4, 21) -> v5
Step 275: (3, 19) -> t4
Step 276: (1, 18) -> s2
Step 277: (0, 16) -> q1
Step 278: (1, 14) -> o2
Step 279: (0, 12) -> m1
Step 280: (1, 10) -> k2
Step 281: (0, 8) -> i1
Step 282: (1, 6) -> g2
Step 283: (3, 5) -> f4
Step 284: (4, 3) -> d5
Step 285: (6, 2) -> c7
Step 286: (8, 1) -> b9
Step 287: (10, 0) -> a11
Step 288: (9, 2) -> c10
Step 289: (7, 3) -> d8
Step 290: (5, 4) -> e6
Step 291: (4, 6) -> g5
Step 292: (2, 7) -> h3
Step 293: (1, 9) -> j2
Step 294: (0, 11) -> l1
Step 295: (2, 10) -> k3
Step 296: (0, 9) -> j1
Step 297: (1, 7) -> h2
Step 298: (3, 8) -> i4
Step 299: (5, 7) -> h6
Step 300: (3, 6) -> g4
Step 301: (2, 8) -> i3
Step 302: (4, 7) -> h5
Step 303: (5, 5) -> f6
Step 304: (7, 4) -> e8
Step 305: (9, 3) -> d10
Step 306: (11, 2) -> c12
Step 307: (12, 0) -> a13
Step 308: (14, 1) -> b15
Step 309: (16, 0) -> a17
Step 310: (18, 1) -> b19
Step 311: (20, 0) -> a21
Step 312: (22, 1) -> b23
Step 313: (24, 0) -> a25
Step 314: (26, 1) -> b27
Step 315: (28, 0) -> a29
Step 316: (30, 1) -> b31
Step 317: (31, 3) -> d32
Step 318: (29, 2) -> c30
Step 319: (30, 0) -> a31
Step 320: (31, 2) -> c32
Step 321: (30, 4) -> e31
Step 322: (31, 6) -> g32
Step 323: (29, 5) -> f30
Step 324: (28, 3) -> d29
Step 325: (26, 2) -> c27
Step 326: (28, 1) -> b29
Step 327: (26, 0) -> a27
Step 328: (27, 2) -> c28
Step 329: (29, 3) -> d30
Step 330: (30, 5) -> f31
Step 331: (31, 7) -> h32
Step 332: (29, 8) -> i30
Step 333: (28, 6) -> g29
Step 334: (29, 4) -> e30
Step 335: (28, 2) -> c29
Step 336: (27, 4) -> e28
Step 337: (25, 3) -> d26
Step 338: (24, 1) -> b25
Step 339: (22, 0) -> a23
Step 340: (23, 2) -> c24
Step 341: (21, 3) -> d22
Step 342: (20, 1) -> b21
Step 343: (18, 0) -> a19
Step 344: (19, 2) -> c20
Step 345: (17, 3) -> d18
Step 346: (16, 1) -> b17
Step 347: (14, 0) -> a15
Step 348: (15, 2) -> c16
Step 349: (13, 3) -> d14
Step 350: (12, 1) -> b13
Step 351: (10, 2) -> c11
Step 352: (8, 3) -> d9
Step 353: (6, 4) -> e7
Step 354: (4, 5) -> f5
Step 355: (3, 7) -> h4
Step 356: (5, 6) -> g6
Step 357: (7, 5) -> f8
Step 358: (9, 4) -> e10
Step 359: (11, 3) -> d12
Step 360: (13, 2) -> c14
Step 361: (15, 3) -> d16
Step 362: (17, 2) -> c18
Step 363: (19, 3) -> d20
Step 364: (21, 2) -> c22
Step 365: (23, 3) -> d24
Step 366: (25, 2) -> c26
Step 367: (27, 3) -> d28
Step 368: (28, 5) -> f29
Step 369: (26, 4) -> e27
Step 370: (24, 3) -> d25
Step 371: (22, 2) -> c23
Step 372: (23, 4) -> e24
Step 373: (24, 2) -> c25
Step 374: (26, 3) -> d27
Step 375: (28, 4) -> e29
Step 376: (29, 6) -> g30
Step 377: (27, 5) -> f28
Step 378: (25, 4) -> e26
Step 379: (26, 6) -> g27
Step 380: (28, 7) -> h29
Step 381: (30, 8) -> i31
Step 382: (31, 10) -> k32
Step 383: (29, 9) -> j30
Step 384: (27, 8) -> i28
Step 385: (29, 7) -> h30
Step 386: (27, 6) -> g28
Step 387: (25, 5) -> f26
Step 388: (26, 7) -> h27
Step 389: (28, 8) -> i29
Step 390: (30, 9) -> j31
Step 391: (31, 11) -> l32
Step 392: (29, 10) -> k30
Step 393: (30, 12) -> m31
Step 394: (28, 11) -> l29
Step 395: (27, 9) -> j28
Step 396: (25, 8) -> i26
Step 397: (27, 7) -> h28
Step 398: (26, 5) -> f27
Step 399: (24, 6) -> g25
Step 400: (22, 5) -> f23
Step 401: (24, 4) -> e25
Step 402: (22, 3) -> d23
Step 403: (20, 2) -> c21
Step 404: (21, 4) -> e22
Step 405: (23, 5) -> f24
Step 406: (25, 6) -> g26
Step 407: (26, 8) -> i27
Step 408: (28, 9) -> j29
Step 409: (29, 11) -> l30
Step 410: (27, 10) -> k28
Step 411: (25, 9) -> j26
Step 412: (24, 7) -> h25
Step 413: (22, 6) -> g23
Step 414: (24, 5) -> f25
Step 415: (22, 4) -> e23
Step 416: (20, 3) -> d21
Step 417: (18, 2) -> c19
Step 418: (19, 4) -> e20
Step 419: (21, 5) -> f22
Step 420: (23, 6) -> g24
Step 421: (25, 7) -> h26
Step 422: (23, 8) -> i24
Step 423: (21, 7) -> h22
Step 424: (20, 5) -> f21
Step 425: (18, 4) -> e19
Step 426: (16, 3) -> d17
Step 427: (14, 2) -> c15
Step 428: (12, 3) -> d13
Step 429: (10, 4) -> e11
Step 430: (8, 5) -> f9
Step 431: (6, 6) -> g7
Step 432: (5, 8) -> i6
Step 433: (3, 9) -> j4
Step 434: (2, 11) -> l3
Step 435: (1, 13) -> n2
Step 436: (0, 15) -> p1
Step 437: (1, 17) -> r2
Step 438: (2, 19) -> t3
Step 439: (3, 21) -> v4
Step 440: (4, 23) -> x5
Step 441: (6, 24) -> y7
Step 442: (7, 26) -> {8
Step 443: (8, 28) -> }9
Step 444: (10, 29) -> ~11
Step 445: (9, 27) -> |10
Step 446: (7, 28) -> }8
Step 447: (6, 26) -> {7
Step 448: (5, 24) -> y6
Step 449: (4, 22) -> w5
Step 450: (3, 20) -> u4
Step 451: (1, 19) -> t2
Step 452: (0, 17) -> r1
Step 453: (2, 18) -> s3
Step 454: (4, 19) -> t5
Step 455: (5, 21) -> v6
Step 456: (6, 23) -> x7
Step 457: (7, 25) -> z8
Step 458: (8, 27) -> |9
Step 459: (9, 29) -> ~10
Step 460: (11, 30) -> 12
Step 461: (13, 31) -> 14
Step 462: (14, 29) -> ~15
Step 463: (12, 28) -> }13
Step 464: (10, 27) -> |11
Step 465: (8, 26) -> {9
Step 466: (9, 28) -> }10
Step 467: (10, 30) -> 11
Step 468: (12, 31) -> 13
Step 469: (11, 29) -> ~12
Step 470: (13, 28) -> }14
Step 471: (14, 30) -> 15
Step 472: (16, 31) -> 17
Step 473: (15, 29) -> ~16
Step 474: (17, 28) -> }18
Step 475: (19, 29) -> ~20
Step 476: (20, 31) -> 21
Step 477: (22, 30) -> 23
Step 478: (23, 28) -> }24
Step 479: (24, 26) -> {25
Step 480: (25, 24) -> y26
Step 481: (27, 23) -> x28
Step 482: (28, 21) -> v29
Step 483: (29, 19) -> t30
Step 484: (30, 17) -> r31
Step 485: (31, 15) -> p32
Step 486: (30, 13) -> n31
Step 487: (28, 12) -> m29
Step 488: (29, 14) -> o30
Step 489: (28, 16) -> q29
Step 490: (27, 18) -> s28
Step 491: (26, 20) -> u27
Step 492: (25, 22) -> w26
Step 493: (24, 24) -> y25
Step 494: (23, 26) -> {24
Step 495: (22, 28) -> }23
Step 496: (23, 30) -> 24
Step 497: (21, 31) -> 22
Step 498: (22, 29) -> ~23
Step 499: (23, 27) -> |24
Step 500: (21, 28) -> }22
Step 501: (22, 26) -> {23
Step 502: (23, 24) -> y24
Step 503: (24, 22) -> w25
Step 504: (26, 21) -> v27
Step 505: (27, 19) -> t28
Step 506: (28, 17) -> r29
Step 507: (29, 15) -> p30
Step 508: (28, 13) -> n29
Step 509: (27, 11) -> l28
Step 510: (29, 12) -> m30
Step 511: (28, 10) -> k29
Step 512: (26, 9) -> j27
Step 513: (24, 8) -> i25
Step 514: (22, 7) -> h23
Step 515: (20, 6) -> g21
Step 516: (18, 5) -> f19
Step 517: (20, 4) -> e21
Step 518: (18, 3) -> d19
Step 519: (16, 2) -> c17
Step 520: (17, 4) -> e18
Step 521: (19, 5) -> f20
Step 522: (21, 6) -> g22
Step 523: (23, 7) -> h24
Step 524: (24, 9) -> j25
Step 525: (26, 10) -> k27
Step 526: (27, 12) -> m28
Step 527: (25, 11) -> l26
Step 528: (23, 10) -> k24
Step 529: (22, 8) -> i23
Step 530: (20, 7) -> h21
Step 531: (18, 6) -> g19
Step 532: (16, 5) -> f17
Step 533: (14, 4) -> e15
Step 534: (12, 5) -> f13
Step 535: (10, 6) -> g11
Step 536: (11, 4) -> e12
Step 537: (12, 2) -> c13
Step 538: (10, 3) -> d11
Step 539: (8, 4) -> e9
Step 540: (6, 5) -> f7
Step 541: (7, 7) -> h8
Step 542: (9, 6) -> g10
Step 543: (11, 5) -> f12
Step 544: (13, 4) -> e14
Step 545: (15, 5) -> f16
Step 546: (14, 3) -> d15
Step 547: (16, 4) -> e17
Step 548: (17, 6) -> g18
Step 549: (19, 7) -> h20
Step 550: (21, 8) -> i22
Step 551: (23, 9) -> j24
Step 552: (25, 10) -> k26
Step 553: (26, 12) -> m27
Step 554: (27, 14) -> o28
Step 555: (26, 16) -> q27
Step 556: (25, 18) -> s26
Step 557: (27, 17) -> r28
Step 558: (29, 16) -> q30
Step 559: (28, 14) -> o29
Step 560: (26, 13) -> n27
Step 561: (27, 15) -> p28
Step 562: (26, 17) -> r27
Step 563: (28, 18) -> s29
Step 564: (27, 20) -> u28
Step 565: (26, 22) -> w27
Step 566: (25, 20) -> u26
Step 567: (26, 18) -> s27
Step 568: (27, 16) -> q28
Step 569: (26, 14) -> o27
Step 570: (25, 16) -> q26
Step 571: (24, 18) -> s25
Step 572: (26, 19) -> t27
Step 573: (25, 21) -> v26
Step 574: (24, 23) -> x25
Step 575: (23, 25) -> z24
Step 576: (22, 27) -> |23
Step 577: (21, 29) -> ~22
Step 578: (19, 30) -> 20
Step 579: (17, 31) -> 18
Step 580: (18, 29) -> ~19
Step 581: (20, 28) -> }21
Step 582: (21, 26) -> {22
Step 583: (22, 24) -> y23
Step 584: (23, 22) -> w24
Step 585: (24, 20) -> u25
Step 586: (22, 21) -> v23
Step 587: (23, 23) -> x24
Step 588: (22, 25) -> z23
Step 589: (21, 27) -> |22
Step 590: (20, 29) -> ~21
Step 591: (18, 30) -> 19
Step 592: (19, 28) -> }20
Step 593: (20, 26) -> {21
Step 594: (21, 24) -> y22
Step 595: (22, 22) -> w23
Step 596: (24, 21) -> v25
Step 597: (25, 19) -> t26
Step 598: (23, 20) -> u24
Step 599: (21, 21) -> v22
Step 600: (22, 23) -> x23
Step 601: (21, 25) -> z22
Step 602: (20, 27) -> |21
Step 603: (18, 28) -> }19
Step 604: (16, 29) -> ~17
Step 605: (15, 27) -> |16
Step 606: (13, 26) -> {14
Step 607: (11, 27) -> |12
Step 608: (12, 29) -> ~13
Step 609: (10, 28) -> }11
Step 610: (9, 26) -> {10
Step 611: (8, 24) -> y9
Step 612: (7, 22) -> w8
Step 613: (6, 20) -> u7
Step 614: (5, 22) -> w6
Step 615: (4, 20) -> u5
Step 616: (3, 18) -> s4
Step 617: (2, 16) -> q3
Step 618: (4, 17) -> r5
Step 619: (5, 19) -> t6
Step 620: (6, 21) -> v7
Step 621: (7, 23) -> x8
Step 622: (8, 25) -> z9
Step 623: (10, 26) -> {11
Step 624: (11, 28) -> }12
Step 625: (13, 29) -> ~14
Step 626: (15, 30) -> 16
Step 627: (17, 29) -> ~18
Step 628: (18, 27) -> |19
Step 629: (16, 28) -> }17
Step 630: (14, 27) -> |15
Step 631: (12, 26) -> {13
Step 632: (10, 25) -> z11
Step 633: (9, 23) -> x10
Step 634: (7, 24) -> y8
Step 635: (6, 22) -> w7
Step 636: (5, 20) -> u6
Step 637: (4, 18) -> s5
Step 638: (2, 17) -> r3
Step 639: (1, 15) -> p2
Step 640: (0, 13) -> n1
Step 641: (1, 11) -> l2
Step 642: (2, 9) -> j3
Step 643: (4, 8) -> i5
Step 644: (6, 7) -> h7
Step 645: (8, 6) -> g9
Step 646: (10, 5) -> f11
Step 647: (12, 4) -> e13
Step 648: (14, 5) -> f15
Step 649: (12, 6) -> g13
Step 650: (10, 7) -> h11
Step 651: (9, 5) -> f10
Step 652: (7, 6) -> g8
Step 653: (8, 8) -> i9
Step 654: (6, 9) -> j7
Step 655: (4, 10) -> k5
Step 656: (3, 12) -> m4
Step 657: (2, 14) -> o3
Step 658: (3, 16) -> q4
Step 659: (5, 17) -> r6
Step 660: (6, 19) -> t7
Step 661: (7, 21) -> v8
Step 662: (8, 23) -> x9
Step 663: (9, 25) -> z10
Step 664: (11, 26) -> {12
Step 665: (10, 24) -> y11
Step 666: (9, 22) -> w10
Step 667: (8, 20) -> u9
Step 668: (7, 18) -> s8
Step 669: (6, 16) -> q7
Step 670: (5, 18) -> s6
Step 671: (3, 17) -> r4
Step 672: (2, 15) -> p3
Step 673: (3, 13) -> n4
Step 674: (4, 15) -> p5
Step 675: (5, 13) -> n6
Step 676: (4, 11) -> l5
Step 677: (2, 12) -> m3
Step 678: (3, 10) -> k4
Step 679: (5, 9) -> j6
Step 680: (7, 8) -> i8
Step 681: (9, 7) -> h10
Step 682: (11, 6) -> g12
Step 683: (13, 5) -> f14
Step 684: (15, 4) -> e16
Step 685: (17, 5) -> f18
Step 686: (19, 6) -> g20
Step 687: (20, 8) -> i21
Step 688: (22, 9) -> j23
Step 689: (24, 10) -> k25
Step 690: (26, 11) -> l27
Step 691: (27, 13) -> n28
Step 692: (25, 12) -> m26
Step 693: (23, 11) -> l24
Step 694: (21, 10) -> k22
Step 695: (19, 9) -> j20
Step 696: (18, 7) -> h19
Step 697: (16, 6) -> g17
Step 698: (14, 7) -> h15
Step 699: (12, 8) -> i13
Step 700: (13, 6) -> g14
Step 701: (11, 7) -> h12
Step 702: (9, 8) -> i10
Step 703: (7, 9) -> j8
Step 704: (8, 7) -> h9
Step 705: (6, 8) -> i7
Step 706: (4, 9) -> j5
Step 707: (3, 11) -> l4
Step 708: (5, 10) -> k6
Step 709: (4, 12) -> m5
Step 710: (2, 13) -> n3
Step 711: (3, 15) -> p4
Step 712: (4, 13) -> n5
Step 713: (5, 11) -> l6
Step 714: (7, 10) -> k8
Step 715: (9, 9) -> j10
Step 716: (11, 8) -> i12
Step 717: (13, 7) -> h14
Step 718: (15, 6) -> g16
Step 719: (17, 7) -> h18
Step 720: (19, 8) -> i20
Step 721: (21, 9) -> j22
Step 722: (22, 11) -> l23
Step 723: (24, 12) -> m25
Step 724: (25, 14) -> o26
Step 725: (23, 13) -> n24
Step 726: (24, 11) -> l25
Step 727: (22, 10) -> k23
Step 728: (20, 9) -> j21
Step 729: (18, 8) -> i19
Step 730: (16, 7) -> h17
Step 731: (14, 6) -> g15
Step 732: (12, 7) -> h13
Step 733: (10, 8) -> i11
Step 734: (8, 9) -> j9
Step 735: (6, 10) -> k7
Step 736: (5, 12) -> m6
Step 737: (4, 14) -> o5
Step 738: (5, 16) -> q6
Step 739: (6, 18) -> s7
Step 740: (7, 20) -> u8
Step 741: (8, 22) -> w9
Step 742: (9, 24) -> y10
Step 743: (11, 25) -> z12
Step 744: (12, 27) -> |13
Step 745: (14, 28) -> }15
Step 746: (16, 27) -> |17
Step 747: (18, 26) -> {19
Step 748: (20, 25) -> z21
Step 749: (19, 27) -> |20
Step 750: (17, 26) -> {18
Step 751: (19, 25) -> z20
Step 752: (20, 23) -> x21
Step 753: (18, 24) -> y19
Step 754: (19, 26) -> {20
Step 755: (20, 24) -> y21
Step 756: (21, 22) -> w22
Step 757: (23, 21) -> v24
Step 758: (24, 19) -> t25
Step 759: (25, 17) -> r26
Step 760: (26, 15) -> p27
Step 761: (25, 13) -> n26
Step 762: (24, 15) -> p25
Step 763: (23, 17) -> r24
Step 764: (22, 19) -> t23
Step 765: (20, 20) -> u21
Step 766: (19, 22) -> w20
Step 767: (21, 23) -> x22
Step 768: (19, 24) -> y20
Step 769: (20, 22) -> w21
Step 770: (21, 20) -> u22
Step 771: (23, 19) -> t24
Step 772: (24, 17) -> r25
Step 773: (25, 15) -> p26
Step 774: (24, 13) -> n25
Step 775: (22, 12) -> m23
Step 776: (20, 11) -> l21
Step 777: (18, 10) -> k19
Step 778: (17, 8) -> i18
Step 779: (15, 7) -> h16
Step 780: (13, 8) -> i14
Step 781: (11, 9) -> j12
Step 782: (9, 10) -> k10
Step 783: (7, 11) -> l8
Step 784: (6, 13) -> n7
Step 785: (5, 15) -> p6
Step 786: (3, 14) -> o4
Step 787: (4, 16) -> q5
Step 788: (5, 14) -> o6
Step 789: (6, 12) -> m7
Step 790: (8, 11) -> l9
Step 791: (10, 10) -> k11
Step 792: (12, 9) -> j13
Step 793: (14, 8) -> i15
Step 794: (16, 9) -> j17
Step 795: (14, 10) -> k15
Step 796: (15, 8) -> i16
Step 797: (13, 9) -> j14
Step 798: (11, 10) -> k12
Step 799: (9, 11) -> l10
Step 800: (10, 9) -> j11
Step 801: (8, 10) -> k9
Step 802: (6, 11) -> l7
Step 803: (8, 12) -> m9
Step 804: (7, 14) -> o8
Step 805: (9, 13) -> n10
Step 806: (7, 12) -> m8
Step 807: (6, 14) -> o7
Step 808: (8, 13) -> n9
Step 809: (10, 12) -> m11
Step 810: (12, 11) -> l13
Step 811: (11, 13) -> n12
Step 812: (10, 11) -> l11
Step 813: (12, 10) -> k13
Step 814: (14, 9) -> j15
Step 815: (16, 8) -> i17
Step 816: (18, 9) -> j19
Step 817: (20, 10) -> k21
Step 818: (21, 12) -> m22
Step 819: (19, 11) -> l20
Step 820: (17, 10) -> k18
Step 821: (15, 9) -> j16
Step 822: (13, 10) -> k14
Step 823: (11, 11) -> l12
Step 824: (9, 12) -> m10
Step 825: (7, 13) -> n8
Step 826: (6, 15) -> p7
Step 827: (7, 17) -> r8
Step 828: (8, 15) -> p9
Step 829: (10, 14) -> o11
Step 830: (11, 12) -> m12
Step 831: (13, 11) -> l14
Step 832: (15, 10) -> k16
Step 833: (17, 9) -> j18
Step 834: (19, 10) -> k20
Step 835: (21, 11) -> l22
Step 836: (23, 12) -> m24
Step 837: (24, 14) -> o25
Step 838: (22, 13) -> n23
Step 839: (23, 15) -> p24
Step 840: (22, 17) -> r23
Step 841: (24, 16) -> q25
Step 842: (23, 14) -> o24
Step 843: (21, 13) -> n22
Step 844: (22, 15) -> p23
Step 845: (20, 14) -> o21
Step 846: (19, 12) -> m20
Step 847: (17, 11) -> l18
Step 848: (18, 13) -> n19
Step 849: (20, 12) -> m21
Step 850: (18, 11) -> l19
Step 851: (16, 10) -> k17
Step 852: (14, 11) -> l15
Step 853: (16, 12) -> m17
Step 854: (14, 13) -> n15
Step 855: (12, 12) -> m13
Step 856: (10, 13) -> n11
Step 857: (8, 14) -> o9
Step 858: (7, 16) -> q8
Step 859: (9, 15) -> p10
Step 860: (11, 14) -> o12
Step 861: (13, 13) -> n14
Step 862: (15, 12) -> m16
Step 863: (17, 13) -> n18
Step 864: (16, 11) -> l17
Step 865: (18, 12) -> m19
Step 866: (20, 13) -> n21
Step 867: (22, 14) -> o23
Step 868: (23, 16) -> q24
Step 869: (22, 18) -> s23
Step 870: (21, 16) -> q22
